regionid,geom
11,"POLYGON((4.345274547415397 50.83150849999999,4.345266921626678 50.831404321196935,4.345244109321055 50.83130103098114,4.345206305125081 50.831199510597095,4.345153831570824 50.83110062619528,4.34508713634415 50.831005221441934,4.345006788465214 50.830914110320506,4.34491347343379 50.830828070186314,4.344807987380825 50.83074783513345,4.34469123027613 50.83067408973068,4.344564198250152 50.83060746317996,4.344427975095349 50.83054852394711,4.344283723019648 50.830497774910896,4.344132672730893 50.83045564907154,4.343976112936892 50.83042250585561,4.343815379350605 50.830398628048705,4.343651843294317 50.83038421938222,4.3434869 50.830379402794584,4.343321956705682 50.83038421938222,4.343158420649394 50.830398628048705,4.342997687063107 50.83042250585561,4.342841127269106 50.83045564907154,4.342690076980352 50.830497774910896,4.34254582490465 50.83054852394711,4.342409601749847 50.83060746317996,4.34228256972387 50.83067408973068,4.342165812619174 50.83074783513345,4.34206032656621 50.830828070186314,4.341967011534786 50.830914110320506,4.341886663655849 50.831005221441934,4.341819968429175 50.83110062619528,4.341767494874919 50.831199510597095,4.341729690678944 50.83130103098114,4.341706878373322 50.831404321196935,4.341699252584601 50.83150849999999,4.341706878373322 50.83161267857054,4.341729690678944 50.83171596809671,4.341767494874919 50.83181748735747,4.341819968429175 50.83191637024064,4.341886663655849 50.832011773131676,4.341967011534786 50.83210288211054,4.34206032656621 50.83218891989488,4.342165812619174 50.832269152470644,4.34228256972387 50.83234289535339,4.342409601749847 50.83240951942701,4.34254582490465 50.83246845631,4.342690076980352 50.83251920320365,4.342841127269106 50.832561327180706,4.342997687063107 50.83259446887799,4.343158420649394 50.83261834556162,4.343321956705682 50.83263275353847,4.3434869 50.83263756989359,4.343651843294317 50.83263275353847,4.343815379350605 50.83261834556162,4.343976112936892 50.83259446887799,4.344132672730893 50.832561327180706,4.344283723019648 50.83251920320365,4.344427975095349 50.83246845631,4.344564198250152 50.83240951942701,4.34469123027613 50.83234289535339,4.344807987380825 50.832269152470644,4.34491347343379 50.83218891989488,4.345006788465214 50.83210288211054,4.34508713634415 50.832011773131676,4.345153831570824 50.83191637024064,4.345206305125081 50.83181748735747,4.345244109321055 50.83171596809671,4.345266921626678 50.83161267857054,4.345274547415397 50.83150849999999))"
12,"POLYGON((4.482146900971206 50.9118515,4.482110694612106 50.911444996231054,4.482002530850782 50.911043600999236,4.481823769909287 50.910652362279166,4.481576659810181 50.910276200441665,4.481264308106339 50.90991984636126,4.480890642801667 50.90958778190162,4.480460362954175 50.909284183528214,4.4799788795826 50.90901286975862,4.479452247619703 50.908777253112824,4.478887089767976 50.90858029716908,4.478290513215319 50.90842447926699,4.477670020258021 50.908311759328306,4.477033413955038 50.908243555188534,4.476388699999999 50.908220724751054,4.475743986044961 50.908243555188534,4.475107379741979 50.908311759328306,4.47448688678468 50.90842447926699,4.473890310232022 50.90858029716908,4.473325152380297 50.908777253112824,4.472798520417399 50.90901286975862,4.472317037045824 50.909284183528214,4.471886757198333 50.90958778190162,4.47151309189366 50.90991984636126,4.471200740189818 50.910276200441665,4.470953630090713 50.910652362279166,4.470774869149218 50.911043600999236,4.470666705387893 50.911444996231054,4.470630499028793 50.9118515,4.470666705387893 50.91225800021861,4.470774869149218 50.9126593849775,4.470953630090713 50.91305060682716,4.471200740189818 50.913426746242756,4.47151309189366 50.91378307347407,4.471886757198333 50.91411510800378,4.472317037045824 50.9144186748672,4.472798520417399 50.914689957126804,4.473325152380297 50.914925543842664,4.473890310232022 50.91512247293733,4.47448688678468 50.915278268417495,4.475107379741979 50.915390971485785,4.475743986044961 50.915459165152626,4.476388699999999 50.91548199203979,4.477033413955038 50.915459165152626,4.47767002025802 50.915390971485785,4.478290513215319 50.915278268417495,4.478887089767976 50.91512247293733,4.479452247619703 50.914925543842664,4.4799788795826 50.914689957126804,4.480460362954175 50.9144186748672,4.480890642801667 50.91411510800378,4.481264308106339 50.91378307347407,4.481576659810181 50.913426746242756,4.481823769909287 50.91305060682716,4.482002530850782 50.9126593849775,4.482110694612106 50.91225800021861,4.482146900971206 50.9118515))"
13,"POLYGON((4.42630147774911 50.8569656,4.426245019077923 50.856376396562965,4.42607646635892 50.85579577775665,4.425798277470292 50.855232210787314,4.425414509032462 50.85469391449408,4.424930757253424 50.854188739455246,4.424354076323433 50.85372405345077,4.423692875549018 50.85330663395422,4.422956796726367 50.85294256922614,4.422156573542217 50.85263716945533,4.42130387505254 50.85239488924852,4.420411135521424 50.85221926260294,4.419491373101509 50.85211285131423,4.418558 50.85207720757533,4.417624626898491 50.85211285131423,4.416704864478575 50.85221926260294,4.41581212494746 50.85239488924852,4.414959426457783 50.85263716945533,4.414159203273634 50.85294256922614,4.413423124450982 50.85330663395422,4.412761923676567 50.85372405345077,4.412185242746577 50.854188739455246,4.411701490967538 50.85469391449408,4.411317722529709 50.855232210787314,4.411039533641081 50.85579577775665,4.410870980922078 50.856376396562965,4.41081452225089 50.8569656,4.410870980922078 50.85755479599283,4.411039533641081 50.858135392899214,4.411317722529709 50.85869892478558,4.411701490967538 50.85923717485175,4.412185242746577 50.85974229520594,4.412761923676567 50.86020692124629,4.413423124450982 50.8606242789841,4.414159203273634 50.86098828374805,4.414959426457783 50.86129362883422,4.41581212494746 50.86153586281396,4.416704864478575 50.86171145437658,4.417624626898491 50.861817843765344,4.418558 50.861853480060056,4.419491373101509 50.861817843765344,4.420411135521424 50.86171145437658,4.42130387505254 50.86153586281396,4.422156573542217 50.86129362883422,4.422956796726367 50.86098828374805,4.423692875549018 50.8606242789841,4.424354076323433 50.86020692124629,4.424930757253424 50.85974229520594,4.425414509032462 50.85923717485175,4.425798277470292 50.85869892478558,4.42607646635892 50.858135392899214,4.426245019077923 50.85755479599283,4.42630147774911 50.8569656))"
14,"POLYGON((4.347213719258625 50.8268596,4.347133763887719 50.82641135281939,4.346897907071162 50.82598557863857,4.34651797565459 50.82560362844474,4.346013020985684 50.82528465610429,4.34540836360005 50.82504465765277,4.344734323543834 50.82489566890349,4.3440247 50.82484516166637,4.343315076456167 50.82489566890349,4.342641036399951 50.82504465765277,4.342036379014317 50.82528465610429,4.341531424345411 50.82560362844474,4.341151492928839 50.82598557863857,4.340915636112283 50.82641135281939,4.340835680741376 50.8268596,4.340915636112283 50.827307842876756,4.341151492928839 50.82773360499844,4.341531424345411 50.828115537766344,4.342036379014317 50.828434490765446,4.342641036399951 50.828674471791025,4.343315076456167 50.82882344848117,4.3440247 50.82887395141444,4.344734323543834 50.82882344848117,4.34540836360005 50.828674471791025,4.346013020985684 50.828434490765446,4.34651797565459 50.828115537766344,4.346897907071162 50.82773360499844,4.347133763887719 50.827307842876756,4.347213719258625 50.8268596))"
15,"POLYGON((4.365112290141678 50.893302799999994,4.36509986407539 50.89305339183015,4.365062634916531 50.8928049666327,4.365000749591586 50.89255850485198,4.364914452333655 50.89231497919889,4.364804083718592 50.89207535081147,4.3646700793209 50.89184056546086,4.364512967994712 50.89161154981775,4.364333369786658 50.89138920779392,4.364131993488814 50.89117441697349,4.363909633841428 50.89096802514789,4.36366716839644 50.8907708469683,4.36340555405419 50.89058366072871,4.363125823286968 50.89040720529245,4.362829080064315 50.89024217717427,4.36251649549616 50.89008922778953,4.362189303210989 50.889948960881355,4.36184879448727 50.8898219301361,4.361496313157374 50.889708636996275,4.361133250304076 50.88960952867987,4.360761038770589 50.88952499641381,4.360381147505789 50.889455373888495,4.359995075766944 50.889400935939605,4.359604347202826 50.889361897462386,4.359210503840571 50.88933841256276,4.3588151 50.88933057394844,4.358419696159429 50.88933841256276,4.358025852797175 50.889361897462386,4.357635124233056 50.889400935939605,4.35724905249421 50.889455373888495,4.356869161229412 50.88952499641381,4.356496949695924 50.88960952867987,4.356133886842626 50.889708636996275,4.35578140551273 50.8898219301361,4.355440896789012 50.889948960881355,4.35511370450384 50.89008922778953,4.354801119935686 50.89024217717427,4.354504376713032 50.89040720529245,4.35422464594581 50.89058366072871,4.35396303160356 50.8907708469683,4.353720566158572 50.89096802514789,4.353498206511186 50.89117441697349,4.353296830213341 50.89138920779392,4.353117232005287 50.89161154981775,4.352960120679101 50.89184056546086,4.352826116281407 50.89207535081147,4.352715747666346 50.89231497919889,4.352629450408416 50.89255850485198,4.352567565083468 50.8928049666327,4.352530335924611 50.89305339183015,4.352517909858323 50.893302799999994,4.352530335924611 50.89355220683425,4.352567565083468 50.89380062804598,4.352629450408416 50.894047083253724,4.352715747666346 50.89429059985023,4.352826116281407 50.89453021684028,4.352960120679101 50.89476498863248,4.353117232005287 50.89499398876998,4.353296830213341 50.89521631358552,4.353498206511186 50.89543108576637,4.353720566158572 50.89563745781504,4.35396303160356 50.89583461539227,4.35422464594581 50.89602178052896,4.354504376713032 50.89619821469461,4.354801119935686 50.89636322170988,4.35511370450384 50.896516150492275,4.355440896789012 50.896656397623524,4.35578140551273 50.896783409729196,4.356133886842626 50.896896685660735,4.356496949695924 50.89699577847153,4.356869161229412 50.89708029717917,4.35724905249421 50.89714990830713,4.357635124233056 50.89720433719944,4.358025852797175 50.89724336910366,4.358419696159429 50.897266850017566,4.3588151 50.897274687296296,4.359210503840571 50.897266850017566,4.359604347202826 50.89724336910366,4.359995075766944 50.89720433719944,4.360381147505789 50.89714990830713,4.360761038770589 50.89708029717917,4.361133250304076 50.89699577847153,4.361496313157374 50.896896685660735,4.36184879448727 50.896783409729196,4.362189303210989 50.896656397623524,4.36251649549616 50.896516150492275,4.362829080064315 50.89636322170988,4.363125823286968 50.89619821469461,4.36340555405419 50.89602178052896,4.36366716839644 50.89583461539227,4.363909633841428 50.89563745781504,4.364131993488814 50.89543108576637,4.364333369786658 50.89521631358552,4.364512967994712 50.89499398876998,4.3646700793209 50.89476498863248,4.364804083718592 50.89453021684028,4.364914452333655 50.89429059985023,4.365000749591586 50.894047083253724,4.365062634916531 50.89380062804598,4.36509986407539 50.89355220683425,4.365112290141678 50.893302799999994))"
16,"POLYGON((4.46292756559107 50.880385000000004,4.462830904683823 50.8797657806991,4.462544636586545 50.879170349888064,4.462079762421669 50.87862159097254,4.461454147042649 50.87814059444565,4.460691832497651 50.87774584708831,4.459822114107128 50.87745252117429,4.458878414661085 50.877271891049745,4.457897 50.87721089956258,4.456915585338916 50.877271891049745,4.455971885892872 50.87745252117429,4.45510216750235 50.87774584708831,4.454339852957352 50.87814059444565,4.453714237578332 50.87862159097254,4.453249363413455 50.879170349888064,4.452963095316177 50.8797657806991,4.452866434408931 50.880385000000004,4.452963095316177 50.88100421107207,4.453249363413455 50.88159961844937,4.453714237578332 50.882148342293824,4.454339852957352 50.88262929745158,4.45510216750235 50.88302400343976,4.455971885892872 50.88331729428272,4.456915585338916 50.88349790097353,4.457897 50.88355888423186,4.458878414661085 50.88349790097353,4.459822114107128 50.88331729428272,4.460691832497651 50.88302400343976,4.461454147042649 50.88262929745158,4.462079762421669 50.882148342293824,4.462544636586545 50.88159961844937,4.462830904683823 50.88100421107207,4.46292756559107 50.880385000000004))"
17,"POLYGON((4.306579629608065 50.85869160000001,4.306566298000692 50.8584988557306,4.306526404640155 50.858307577573875,4.306460253139016 50.85811922129902,4.306368346950142 50.85793522045503,4.306251385535124 50.85775697545911,4.306110259040955 50.857585842936906,4.30594604152547 50.85742312539551,4.305759982783116 50.85727006130799,4.305553498833272 50.85712781568505,4.305328161143473 50.85699747120542,4.3050856846696 50.85688001997299,4.304827914804032 50.85677635596312,4.30455681333109 50.856687268215836,4.304274443496682 50.85661343482796,4.303982954305743 50.85655541778974,4.303684564167024 50.856513658705595,4.303381544009654 50.85648847543135,4.303076199999999 50.856480059653855,4.302770855990344 50.85648847543135,4.302467835832974 50.856513658705595,4.302169445694255 50.85655541778974,4.301877956503317 50.85661343482796,4.301595586668907 50.856687268215836,4.301324485195966 50.85677635596312,4.301066715330397 50.85688001997299,4.300824238856525 50.85699747120542,4.300598901166725 50.85712781568505,4.300392417216881 50.85727006130799,4.300206358474528 50.85742312539551,4.300042140959043 50.857585842936906,4.299901014464874 50.85775697545911,4.299784053049856 50.85793522045503,4.299692146860982 50.85811922129902,4.299625995359843 50.858307577573875,4.299586101999306 50.8584988557306,4.299572770391933 50.85869160000001,4.299586101999306 50.858884343472724,4.299625995359843 50.859075619263635,4.299692146860982 50.85926397167541,4.299784053049856 50.859447967276466,4.299901014464874 50.859626205808866,4.300042140959043 50.859797330843364,4.300206358474528 50.85996004010037,4.300392417216881 50.860113095358535,4.300598901166725 50.86025533187548,4.300824238856525 50.86038566724908,4.301066715330397 50.860503109652164,4.301324485195966 50.86060676537765,4.301595586668907 50.86069584563723,4.301877956503317 50.860769672561595,4.302169445694255 50.86082768435684,4.302467835832974 50.860869439577925,4.302770855990344 50.860894620486356,4.303076199999999 50.860903035467175,4.303381544009654 50.860894620486356,4.303684564167024 50.860869439577925,4.303982954305743 50.86082768435684,4.304274443496682 50.860769672561595,4.30455681333109 50.86069584563723,4.304827914804032 50.86060676537765,4.3050856846696 50.860503109652164,4.305328161143473 50.86038566724908,4.305553498833272 50.86025533187548,4.305759982783116 50.860113095358535,4.30594604152547 50.85996004010037,4.306110259040955 50.859797330843364,4.306251385535124 50.859626205808866,4.306368346950142 50.859447967276466,4.306460253139016 50.85926397167541,4.306526404640155 50.859075619263635,4.306566298000692 50.858884343472724,4.306579629608065 50.85869160000001))"
18,"POLYGON((4.332284518655757 50.89780710000001,4.332224608434176 50.89747174136926,4.332047881918108 50.897153196784075,4.331763200913015 50.89686743990056,4.331384840513215 50.89662880048532,4.33093177328905 50.896449245717776,4.330426717922984 50.896337779947,4.329894999999999 50.89629999303264,4.329363282077013 50.896337779947,4.328858226710947 50.896449245717776,4.328405159486783 50.89662880048532,4.328026799086983 50.89686743990056,4.327742118081888 50.897153196784075,4.327565391565821 50.89747174136926,4.327505481344241 50.89780710000001,4.327565391565821 50.89814245621562,4.327742118081888 50.89846099403375,4.328026799086983 50.89874674113859,4.328405159486783 50.89898536970034,4.328858226710947 50.8991649146892,4.329363282077013 50.89927637369294,4.329894999999999 50.89931415819217,4.330426717922984 50.89927637369294,4.33093177328905 50.8991649146892,4.331384840513215 50.89898536970034,4.331763200913015 50.89874674113859,4.332047881918108 50.89846099403375,4.332224608434176 50.89814245621562,4.332284518655757 50.89780710000001))"
19,"POLYGON((4.465162408429096 50.87153889999999,4.465150916223269 50.87135431664366,4.465116510459058 50.871170870580876,4.465059403259442 50.870989692837675,4.464979946709295 50.87081190046801,4.464878630684671 50.87063858966589,4.464756079832553 50.87047082900587,4.464613049719698 50.8703096528536,4.464450422174312 50.87015605498695,4.464269199849292 50.87001098246731,4.464070500040534 50.869875329798575,4.463855547798435 50.86974993341032,4.463625668375045 50.86963556649866,4.463382279053452 50.86953293425726,4.463126880409758 50.86944266952745,4.462861047061533 50.86936532889462,4.462586417959764 50.86930138925488,4.462304686284188 50.869251244873205,4.462017589004272 50.8692152049513,4.461726896170212 50.8691934917202,4.4614344 50.86918623906924,4.461141903829788 50.8691934917202,4.460851210995729 50.8692152049513,4.460564113715812 50.869251244873205,4.460282382040236 50.86930138925488,4.460007752938467 50.86936532889462,4.459741919590242 50.86944266952745,4.459486520946548 50.86953293425726,4.459243131624955 50.86963556649866,4.459013252201565 50.86974993341032,4.458798299959466 50.869875329798575,4.458599600150708 50.87001098246731,4.458418377825688 50.87015605498695,4.458255750280302 50.8703096528536,4.458112720167446 50.87047082900587,4.457990169315328 50.87063858966589,4.457888853290705 50.87081190046801,4.457809396740558 50.870989692837675,4.457752289540942 50.871170870580876,4.457717883776731 50.87135431664366,4.457706391570904 50.87153889999999,4.457717883776731 50.87172348262535,4.457752289540942 50.87190692651321,4.457809396740558 50.872088100691094,4.457888853290705 50.87226588819284,4.457990169315328 50.8724391929443,4.458112720167446 50.872606946519916,4.458255750280302 50.87276811472846,4.458418377825688 50.87292170398767,4.458599600150708 50.87306676744813,4.458798299959466 50.87320241082896,4.459013252201565 50.87332779792932,4.459243131624955 50.87344215578178,4.459486520946548 50.87354477941576,4.459741919590242 50.87363503620184,4.460007752938467 50.87371236975026,4.460282382040236 50.87377630333935,4.460564113715812 50.8738264428531,4.460851210995729 50.873862479209684,4.461141903829788 50.87388419026586,4.4614344 50.873891442185844,4.461726896170212 50.87388419026586,4.462017589004272 50.873862479209684,4.462304686284188 50.8738264428531,4.462586417959764 50.87377630333935,4.462861047061533 50.87371236975026,4.463126880409758 50.87363503620184,4.463382279053452 50.87354477941576,4.463625668375045 50.87344215578178,4.463855547798435 50.87332779792932,4.464070500040534 50.87320241082896,4.464269199849292 50.87306676744813,4.464450422174312 50.87292170398767,4.464613049719698 50.87276811472846,4.464756079832553 50.872606946519916,4.464878630684671 50.8724391929443,4.464979946709295 50.87226588819284,4.465059403259442 50.872088100691094,4.465116510459058 50.87190692651321,4.465150916223269 50.87172348262535,4.465162408429096 50.87153889999999))"
20,"POLYGON((4.368438531416666 50.78616280000001,4.366709895726822 50.78352429939611,4.3625366 50.78243135305002,4.358363304273178 50.78352429939611,4.356634668583335 50.78616280000001,4.358363304273178 50.78880115170669,4.3625366 50.789893949155605,4.366709895726822 50.78880115170669,4.368438531416666 50.78616280000001))"
21,"POLYGON((4.37929558664726 50.8281636,4.379284817257766 50.82799913123122,4.379252582655132 50.82783578537738,4.379199103034384 50.82767467827388,4.379124743715554 50.82751691047445,4.379030012648193 50.82736355973235,4.378915556941545 50.82721567363722,4.378782158444142 50.82707426245768,4.378630728402989 50.82694029223853,4.378462301238812 50.82681467820007,4.378278027479928 50.82669827848432,4.378079165902959 50.8265918882911,4.37786707493412 50.82649623444406,4.377643203369783 50.82641197042381,4.377409080479738 50.82633967190213,4.377166305560722 50.826279832807884,4.376916537011599 50.82623286195131,4.376661481004825 50.826199080230225,4.376402879831549 50.82617871843686,4.3761425 50.826171915680526,4.375882120168451 50.82617871843686,4.375623518995175 50.826199080230225,4.3753684629884 50.82623286195131,4.375118694439278 50.826279832807884,4.374875919520261 50.82633967190213,4.374641796630216 50.82641197042381,4.374417925065881 50.82649623444406,4.374205834097041 50.8265918882911,4.374006972520072 50.82669827848432,4.373822698761186 50.82681467820007,4.373654271597011 50.82694029223853,4.373502841555857 50.82707426245768,4.373369443058455 50.82721567363722,4.373254987351808 50.82736355973235,4.373160256284446 50.82751691047445,4.373085896965617 50.82767467827388,4.373032417344867 50.82783578537738,4.373000182742235 50.82799913123122,4.37298941335274 50.8281636,4.373000182742235 50.82832806818934,4.373032417344867 50.82849141232066,4.373085896965617 50.82865251660552,4.373160256284446 50.82881028056712,4.373254987351808 50.82896362655685,4.373369443058455 50.82911150711472,4.373502841555857 50.82925291212315,4.373654271597011 50.82938687570567,4.373822698761186 50.829512482823,4.374006972520072 50.82962887552192,4.374205834097041 50.829735258794024,4.374417925065881 50.82983090600444,4.374641796630216 50.82991516385358,4.374875919520261 50.82998745683798,4.375118694439278 50.83004729117987,4.3753684629884 50.8300942581986,4.375623518995175 50.83012803710107,4.375882120168451 50.83014839717189,4.3761425 50.83015519934879,4.376402879831549 50.83014839717189,4.376661481004825 50.83012803710107,4.376916537011599 50.8300942581986,4.377166305560722 50.83004729117987,4.377409080479738 50.82998745683798,4.377643203369783 50.82991516385358,4.37786707493412 50.82983090600444,4.378079165902959 50.829735258794024,4.378278027479928 50.82962887552192,4.378462301238812 50.829512482823,4.378630728402989 50.82938687570567,4.378782158444142 50.82925291212315,4.378915556941545 50.82911150711472,4.379030012648193 50.82896362655685,4.379124743715554 50.82881028056712,4.379199103034384 50.82865251660552,4.379252582655132 50.82849141232066,4.379284817257766 50.82832806818934,4.37929558664726 50.8281636))"
